"ZCTA5CE10,C,5","GEOID10,C,5","CLASSFP10,C,2","MTFCC10,C,5","FUNCSTAT10,C,1","ALAND10,N,14,0","AWATER10,N,14,0","INTPTLAT10,C,11","INTPTLON10,C,12"
15357,15357,B5,G6350,S,20829589,1103034,39.9416081,-79.9804089
15358,15358,B5,G6350,S,2189670,0,40.0553883,-80.0030075
15359,15359,B5,G6350,S,367729,0,39.8764879,-80.2757661
15360,15360,B5,G6350,S,66293864,0,40.0849124,-80.0823786
15361,15361,B5,G6350,S,245813,0,40.3290117,-80.2584109
15362,15362,B5,G6350,S,67042874,111229,39.7724688,-80.2139321
15363,15363,B5,G6350,S,597926,0,40.2517987,-80.1980501
37601,37601,B5,G6350,S,119565110,2492333,36.3382503,-82.3180845
33711,33711,B5,G6350,S,12376515,2586660,27.7386111,-82.6875196
33712,33712,B5,G6350,S,15139469,1798629,27.7343746,-82.6678938
37604,37604,B5,G6350,S,87482414,0,36.2995865,-82.3831943
37614,37614,B5,G6350,S,817843,0,36.3013867,-82.3712418
33713,33713,B5,G6350,S,16973900,313566,27.7882655,-82.6774611
37615,37615,B5,G6350,S,94211350,3449989,36.4024246,-82.4571796
33714,33714,B5,G6350,S,9592055,138436,27.8152456,-82.6777084
37616,37616,B5,G6350,S,116083752,135990,36.2284729,-82.7467981
33715,33715,B5,G6350,S,9453348,23658800,27.6626799,-82.7224042
33716,33716,B5,G6350,S,18823720,3429773,27.8750604,-82.6486088
33744,33744,B5,G6350,S,1494401,18685,27.8072264,-82.7730737
37617,37617,B5,G6350,S,152984824,1923424,36.5245777,-82.3655763
37618,37618,B5,G6350,S,178562625,1954120,36.4603392,-82.2087442
33755,33755,B5,G6350,S,13915538,1762260,27.9799144,-82.7805060
33756,33756,B5,G6350,S,18741447,3989530,27.9455907,-82.7939879
33759,33759,B5,G6350,S,14027056,10158659,27.9752843,-82.7014824
37620,37620,B5,G6350,S,329901275,24721380,36.5496127,-82.0940401
33760,33760,B5,G6350,S,13269412,568288,27.9075435,-82.7142362
37640,37640,B5,G6350,S,273601307,19776111,36.3268241,-81.9746862
33761,33761,B5,G6350,S,13776580,330974,28.0330610,-82.7243740
37641,37641,B5,G6350,S,236749363,136077,36.1963734,-82.6673438
33762,33762,B5,G6350,S,18964837,4075735,27.8991889,-82.6795064
41861,41861,B5,G6350,S,5630827,0,37.4057578,-82.8219024
48451,48451,B5,G6350,S,87484510,6247336,42.8012217,-83.8191718
41862,41862,B5,G6350,S,53678924,68157,37.3355876,-82.7780790
48453,48453,B5,G6350,S,277288383,538379,43.3481436,-83.0325720
48454,48454,B5,G6350,S,78076180,24988,43.1950108,-82.8127207
48455,48455,B5,G6350,S,168331395,6455174,42.9379509,-83.2907830
48456,48456,B5,G6350,S,120225096,48741,43.6669712,-82.7622076
48457,48457,B5,G6350,S,113685283,2255740,43.1868009,-83.8951700
42001,42001,B5,G6350,S,189858194,13533553,37.0305720,-88.7094000
48458,48458,B5,G6350,S,90862737,386266,43.1252980,-83.6815428
48460,48460,B5,G6350,S,87285210,1105072,43.1306123,-83.9849970
48461,48461,B5,G6350,S,216597383,1678331,43.1936614,-83.2061625
85363,85363,B5,G6350,S,4115727,16185,33.5849687,-112.3049160
91605,91605,B5,G6350,S,14152237,38400,34.2073412,-118.4009730
91606,91606,B5,G6350,S,8631190,25464,34.1857670,-118.3883235
91607,91607,B5,G6350,S,6318325,58182,34.1657830,-118.3997954
91608,91608,B5,G6350,S,1551999,37204,34.1387455,-118.3508804
91701,91701,B5,G6350,S,18839650,0,34.1375794,-117.5999597
85364,85364,B5,G6350,S,102253499,2639219,32.7022600,-114.6580126
91702,91702,B5,G6350,S,438640246,3940052,34.2803329,-117.8661408
91706,91706,B5,G6350,S,34801728,2219901,34.0974098,-117.9682691
91708,91708,B5,G6350,S,24798666,33348,33.9529025,-117.6393246
91709,91709,B5,G6350,S,88533830,123913,33.9637226,-117.7385955
91710,91710,B5,G6350,S,55759816,0,34.0044675,-117.6846966
85365,85365,B5,G6350,S,3545009822,9766486,33.0539364,-114.1139295
91711,91711,B5,G6350,S,38880654,355578,34.1280660,-117.7147728
91722,91722,B5,G6350,S,10698987,3901,34.0973452,-117.9067358
56314,56314,B5,G6350,S,109989518,928929,45.8147006,-94.4329569
56315,56315,B5,G6350,S,180180175,23117612,45.9800875,-95.5940525
56316,56316,B5,G6350,S,350482965,11409522,45.4883010,-95.1626592
56318,56318,B5,G6350,S,103345273,10907663,45.8530380,-94.6745299
56319,56319,B5,G6350,S,104088794,196577,46.0108225,-95.2156879
56320,56320,B5,G6350,S,138751179,10270225,45.4665224,-94.4035295
56321,56321,B5,G6350,S,1667672,711361,45.5811174,-94.3912880
56323,56323,B5,G6350,S,94364286,2394726,45.6296319,-95.7239213
56324,56324,B5,G6350,S,145946996,33143836,46.1689548,-95.9041548
56325,56325,B5,G6350,S,419514,0,45.5628149,-94.9468540
56326,56326,B5,G6350,S,245071596,33621754,46.0395578,-95.6708085
56327,56327,B5,G6350,S,129269578,19038572,45.7544768,-95.6082257
56328,56328,B5,G6350,S,3620412,0,45.9547581,-94.5175359
56329,56329,B5,G6350,S,495517880,294260,45.7090670,-93.9148150
56330,56330,B5,G6350,S,103105824,141209,45.7532414,-93.7563842
56331,56331,B5,G6350,S,179614072,4364549,45.6789981,-94.6717223
56332,56332,B5,G6350,S,132033998,8031554,45.9674162,-95.5064035
56334,56334,B5,G6350,S,519618091,48870339,45.5743807,-95.3367802
56335,56335,B5,G6350,S,1336224,0,45.6002891,-94.8616322
56336,56336,B5,G6350,S,128623439,14957783,45.8206907,-94.7626372
56338,56338,B5,G6350,S,434643381,15861116,46.0430970,-93.8542140
56339,56339,B5,G6350,S,162854571,7351673,45.8249785,-95.8211554
56340,56340,B5,G6350,S,127866635,8115,45.7594668,-94.4290193
62927,62927,B5,G6350,S,1134755,8440,37.9346622,-89.2423069
62928,62928,B5,G6350,S,43954471,118258,37.4823965,-88.5753212
62930,62930,B5,G6350,S,183537554,1297100,37.8378434,-88.4410902
62931,62931,B5,G6350,S,266918585,2461231,37.5214295,-88.2920233
62932,62932,B5,G6350,S,99662193,4396706,37.8928670,-89.2136556
62933,62933,B5,G6350,S,3722087,149851,37.7723711,-89.0256564
62934,62934,B5,G6350,S,198985551,2660667,37.7072386,-88.3586325
62935,62935,B5,G6350,S,144355935,1876037,37.8395467,-88.6348475
62938,62938,B5,G6350,S,435664567,9006534,37.3814589,-88.5394202
62939,62939,B5,G6350,S,113689679,2103759,37.5511606,-88.9816472
62940,62940,B5,G6350,S,66915966,1852208,37.7384861,-89.4718142
62941,62941,B5,G6350,S,87891002,4828739,37.2392576,-88.9861068
62942,62942,B5,G6350,S,84043450,4393096,37.6493617,-89.4728705
62943,62943,B5,G6350,S,98808052,919921,37.3575636,-88.7503836
62946,62946,B5,G6350,S,360077964,6538997,37.7098619,-88.5388450
62947,62947,B5,G6350,S,177079065,413509,37.5286907,-88.4539907
62948,62948,B5,G6350,S,48625671,1048870,37.8171381,-89.0306782
62949,62949,B5,G6350,S,4001697,68811,37.8279228,-89.1446065
62950,62950,B5,G6350,S,77920971,2761967,37.7464471,-89.5607111
62951,62951,B5,G6350,S,63969822,1484328,37.8239705,-88.9293290
62952,62952,B5,G6350,S,253512725,6852794,37.4174552,-89.3434499
62953,62953,B5,G6350,S,2237075,324281,37.2094710,-88.8495189
62954,62954,B5,G6350,S,126634262,1128330,37.6920883,-88.2795479
62956,62956,B5,G6350,S,67185434,594511,37.2797946,-88.9383588
62957,62957,B5,G6350,S,110312787,5461738,37.3124963,-89.4261309
62958,62958,B5,G6350,S,118651476,6194766,37.6309950,-89.2309870
62959,62959,B5,G6350,S,350299020,11087904,37.7182182,-88.9104354
62960,62960,B5,G6350,S,301251290,5064446,37.2252986,-88.7094032
38916,38916,B5,G6350,S,467436693,1045843,33.8165337,-89.3527398
38917,38917,B5,G6350,S,431663827,7969664,33.5578398,-90.0081678
38920,38920,B5,G6350,S,146318607,821297,33.9100609,-89.9953378
38921,38921,B5,G6350,S,364874428,6366399,33.9821542,-90.1441814
60177,60177,B5,G6350,S,22136858,833281,41.9884809,-88.3101670
60178,60178,B5,G6350,S,179561503,1417388,42.0080320,-88.6611069
60180,60180,B5,G6350,S,56144916,0,42.2252699,-88.5245589
60181,60181,B5,G6350,S,17125841,216462,41.8768971,-87.9763283
60184,60184,B5,G6350,S,21032533,739263,41.9515020,-88.2531704
42713,42713,B5,G6350,S,105768503,297213,37.3831297,-85.8837307
42715,42715,B5,G6350,S,40111304,33027,36.9547789,-85.3898435
48854,48854,B5,G6350,S,288926192,757179,42.5816977,-84.4516125
42716,42716,B5,G6350,S,93735070,286957,37.4799318,-85.6064258
39654,39654,B5,G6350,S,398719472,7189319,31.5449437,-90.1366809
39656,39656,B5,G6350,S,117181611,1063980,31.4439012,-89.9317981
39657,39657,B5,G6350,S,237119956,340694,31.0403238,-90.5062677
48855,48855,B5,G6350,S,235511383,4025402,42.6812741,-83.8971998
48856,48856,B5,G6350,S,71236408,16236,43.1972098,-84.7335092
48857,48857,B5,G6350,S,59379447,1538273,42.8409456,-84.1556148
42717,42717,B5,G6350,S,774721983,17648119,36.7883629,-85.3789948
39661,39661,B5,G6350,S,679033255,966870,31.4844467,-91.0834678
39662,39662,B5,G6350,S,118781971,70783,31.3863724,-90.2853942
39663,39663,B5,G6350,S,320828548,3837157,31.5948926,-90.0381613
39664,39664,B5,G6350,S,301787966,444026,31.3259696,-90.6741535
39665,39665,B5,G6350,S,153183965,613703,31.6428101,-90.2091761
42718,42718,B5,G6350,S,653888827,14816052,37.3852284,-85.3730807
44138,44138,B5,G6350,S,35646540,0,41.3736541,-81.9232544
62449,62449,B5,G6350,S,316719117,44061,39.0062228,-87.9143519
37922,37922,B5,G6350,S,70496191,19225571,35.8604962,-84.1005352
44139,44139,B5,G6350,S,59394389,489290,41.3832616,-81.4442489
44140,44140,B5,G6350,S,11825077,6444600,41.4877937,-81.9314349
37923,37923,B5,G6350,S,28966894,37151,35.9263947,-84.0795281
44141,44141,B5,G6350,S,61283224,294253,41.2996679,-81.6165057
37924,37924,B5,G6350,S,71544698,546435,36.0302607,-83.7987696
44142,44142,B5,G6350,S,19794190,6924,41.3996616,-81.8343319
62450,62450,B5,G6350,S,394307996,4515049,38.7131818,-88.0891826
37931,37931,B5,G6350,S,74250350,1451399,35.9761440,-84.1299647
44143,44143,B5,G6350,S,36430001,38539,41.5534983,-81.4770143
62451,62451,B5,G6350,S,161484975,2574681,38.9712058,-87.6111145
62452,62452,B5,G6350,S,52207616,55955,38.5900607,-88.0147028
37932,37932,B5,G6350,S,74657661,4374995,35.9172993,-84.1987873
79403,79403,B5,G6350,S,341938230,1854474,33.6435053,-101.7754469
79404,79404,B5,G6350,S,74626201,1946267,33.5277019,-101.7937172
79406,79406,B5,G6350,S,2613687,4724,33.5859142,-101.8783932
79407,79407,B5,G6350,S,183227463,467874,33.5668617,-102.0792430
79410,79410,B5,G6350,S,6262756,101950,33.5700713,-101.8910106
79411,79411,B5,G6350,S,3853057,0,33.5700341,-101.8577334
79412,79412,B5,G6350,S,8073862,57932,33.5463830,-101.8565163
79413,79413,B5,G6350,S,12376714,209062,33.5474016,-101.8856439
48186,48186,B5,G6350,S,21391217,15889,42.2937641,-83.3707389
35211,35211,B5,G6350,S,45829291,77287,33.4550856,-86.8564585
48187,48187,B5,G6350,S,46813614,32117,42.3255729,-83.4835758
35212,35212,B5,G6350,S,15194232,0,33.5473887,-86.7529098
35213,35213,B5,G6350,S,16448931,16527,33.5066708,-86.7444578
48188,48188,B5,G6350,S,46715099,44070,42.2838857,-83.4819334
48189,48189,B5,G6350,S,88922648,5785413,42.4123364,-83.7828545
48105,48105,B5,G6350,S,129210899,2078336,42.3276344,-83.6964436
40272,40272,B5,G6350,S,88354365,7069679,38.0784579,-85.8531188
40280,40280,B5,G6350,S,251901,0,38.2476355,-85.6883094
60068,60068,B5,G6350,S,18367932,84149,42.0117617,-87.8434336
40291,40291,B5,G6350,S,56797770,792473,38.1307948,-85.5836743
60069,60069,B5,G6350,S,17598610,414266,42.1965942,-87.9247044
60070,60070,B5,G6350,S,9351917,78992,42.1036632,-87.9289718
17532,17532,B5,G6350,S,54906922,7199842,39.8581562,-76.2880083
17535,17535,B5,G6350,S,28069385,187746,39.9820360,-76.0228657
17536,17536,B5,G6350,S,56076022,1794251,39.8480343,-76.0737738
17538,17538,B5,G6350,S,9940995,13194,40.0826292,-76.4145481
17540,17540,B5,G6350,S,50690669,440583,40.0976081,-76.1899874
17543,17543,B5,G6350,S,179560875,1536843,40.1810317,-76.2953802
17545,17545,B5,G6350,S,183713437,1131012,40.1786657,-76.4343406
17547,17547,B5,G6350,S,31083562,5841304,40.0684004,-76.5866876
17550,17550,B5,G6350,S,454654,0,40.0759208,-76.5834262
17551,17551,B5,G6350,S,26125436,545500,39.9822020,-76.3714186
17552,17552,B5,G6350,S,84013279,618095,40.1083518,-76.5109198
17554,17554,B5,G6350,S,8113383,22466,40.0403028,-76.4241758
17555,17555,B5,G6350,S,90439630,513562,40.1223767,-75.9593923
17557,17557,B5,G6350,S,84063560,411944,40.0998496,-76.0727417
17560,17560,B5,G6350,S,41575330,254854,39.9126747,-76.2276813
17562,17562,B5,G6350,S,44230146,220537,39.9704384,-76.0920671
17563,17563,B5,G6350,S,81780646,8975821,39.7607479,-76.1933064
17565,17565,B5,G6350,S,35666456,7004074,39.8977018,-76.3310273
17566,17566,B5,G6350,S,151145819,657981,39.8671860,-76.1475131
17569,17569,B5,G6350,S,42366397,291037,40.2714332,-76.0965767
17570,17570,B5,G6350,S,178897,0,40.1299416,-76.5688510
17572,17572,B5,G6350,S,45068702,419297,39.9744347,-76.1193571
17576,17576,B5,G6350,S,132304,9059,40.0371955,-76.1967601
17578,17578,B5,G6350,S,39658403,330556,40.2260989,-76.1598061
17579,17579,B5,G6350,S,36055097,198576,39.9604064,-76.1807521
17581,17581,B5,G6350,S,867072,1047,40.1605115,-76.0495898
52758,52758,B5,G6350,S,1605586,135341,41.7459138,-90.4396004
52760,52760,B5,G6350,S,56928745,1968098,41.5486554,-91.0868067
31411,31411,B5,G6350,S,54764059,9741344,31.9430900,-81.0346875
31415,31415,B5,G6350,S,15775957,545590,32.0785464,-81.1260564
31419,31419,B5,G6350,S,165031813,11567415,31.9971541,-81.2306493
52761,52761,B5,G6350,S,458421730,24551814,41.4399312,-91.0642592
52765,52765,B5,G6350,S,78185486,0,41.7254726,-90.8715017
52766,52766,B5,G6350,S,117320622,2080918,41.4675426,-91.2954213
52767,52767,B5,G6350,S,1727290,1628662,41.5658523,-90.4234562
52768,52768,B5,G6350,S,83497559,5943931,41.7006799,-90.3869974
52769,52769,B5,G6350,S,106716603,9774,41.6058044,-90.8472347
31501,31501,B5,G6350,S,34122251,272552,31.2236230,-82.3501976
52772,52772,B5,G6350,S,339599907,2731765,41.7551674,-91.1436720
52773,52773,B5,G6350,S,145770754,67039,41.6215403,-90.7527599
52774,52774,B5,G6350,S,728977,0,41.9068489,-90.5951206
52776,52776,B5,G6350,S,219106230,572708,41.5752635,-91.2686262
52777,52777,B5,G6350,S,139947164,0,41.8540063,-90.8561089
52778,52778,B5,G6350,S,215809905,162560,41.6078311,-90.9896864
52801,52801,B5,G6350,S,939342,420563,41.5210382,-90.5748493
31503,31503,B5,G6350,S,858823958,13139213,31.2040198,-82.4199204
47537,47537,B5,G6350,S,41352776,265662,38.0741668,-87.0361261
47541,47541,B5,G6350,S,51788156,512565,38.2352776,-87.0461635
56473,56473,B5,G6350,S,208818560,10977756,46.3575259,-94.4933019
56474,56474,B5,G6350,S,630081968,46608069,46.7198528,-94.4028431
47542,47542,B5,G6350,S,210712172,2733746,38.2965853,-86.9665993
56475,56475,B5,G6350,S,173500750,1557318,46.0797186,-94.5459925
56477,56477,B5,G6350,S,615330539,2304322,46.6446161,-95.0001755
47546,47546,B5,G6350,S,320638136,6120961,38.4187785,-86.9325571
47550,47550,B5,G6350,S,90991767,712698,38.0671855,-86.9213107
62861,62861,B5,G6350,S,1407531,542868,38.0303349,-88.0229881
38356,38356,B5,G6350,S,186826750,527875,35.4383965,-88.8937920
44675,44675,B5,G6350,S,78967458,3961427,40.5023579,-81.2537739
34602,34602,B5,G6350,S,172745402,5928096,28.5024823,-82.2823509
62862,62862,B5,G6350,S,69595337,76990,38.2191145,-88.2993367
38357,38357,B5,G6350,S,159500606,21874,35.0448257,-88.4153384
54661,54661,B5,G6350,S,134913557,18053118,44.0576030,-91.4678282
34604,34604,B5,G6350,S,91839354,778274,28.4769415,-82.4347914
44676,44676,B5,G6350,S,141911665,591496,40.6907729,-82.0337942
44677,44677,B5,G6350,S,42686747,36908,40.8745204,-81.8585771
44678,44678,B5,G6350,S,2412247,0,40.5666440,-81.3499414
54664,54664,B5,G6350,S,203264966,523836,43.4883296,-90.6429042
44680,44680,B5,G6350,S,46796843,79360,40.6066144,-81.5447587
34606,34606,B5,G6350,S,30154270,3842662,28.4684773,-82.5957279
38358,38358,B5,G6350,S,213752822,1253302,35.9166749,-88.7586635
54665,54665,B5,G6350,S,456546487,463076,43.5319715,-90.9286904
38359,38359,B5,G6350,S,15121617,0,35.3698531,-88.3513620
44681,44681,B5,G6350,S,153791380,57295,40.5080510,-81.6619301
38361,38361,B5,G6350,S,105127988,2854439,35.3113010,-88.2999245
55810,55810,B5,G6350,S,132979642,137194,46.7567449,-92.2694367
55811,55811,B5,G6350,S,168696017,7427561,46.8424633,-92.2219166
55812,55812,B5,G6350,S,4549991,1725746,46.8086882,-92.0707273
55814,55814,B5,G6350,S,108514,0,46.8337092,-92.1976711
55901,55901,B5,G6350,S,77374716,97,44.0698179,-92.5065808
55902,55902,B5,G6350,S,105086658,318408,43.9712176,-92.5070937
55904,55904,B5,G6350,S,161198472,0,43.9598859,-92.4005945
55905,55905,B5,G6350,S,154855,0,44.0559479,-92.5259058
55906,55906,B5,G6350,S,165181606,1725579,44.0998998,-92.4081565
55909,55909,B5,G6350,S,132241461,0,43.5620606,-92.7336926
55910,55910,B5,G6350,S,227582851,1042972,44.1286598,-91.9718279
55912,55912,B5,G6350,S,487191526,962144,43.6826068,-92.9884499
55917,55917,B5,G6350,S,349297524,1512022,43.8848200,-93.0754812
55918,55918,B5,G6350,S,66918711,0,43.7408215,-92.8464625
55919,55919,B5,G6350,S,112176221,22925655,43.6200654,-91.2994760
55920,55920,B5,G6350,S,181645353,0,44.0137676,-92.6220099
55921,55921,B5,G6350,S,469207091,2383191,43.6289948,-91.4588723
55922,55922,B5,G6350,S,110341660,0,43.5589560,-91.9009472
55923,55923,B5,G6350,S,317769266,0,43.8510362,-92.1860865
55924,55924,B5,G6350,S,199760433,140772,44.0292318,-93.0272951
55925,55925,B5,G6350,S,78551490,1050628,43.9120918,-91.4584116
55926,55926,B5,G6350,S,161129309,0,43.7431945,-92.7068834
55927,55927,B5,G6350,S,207590395,56265,44.0364688,-92.8709225
55929,55929,B5,G6350,S,119929257,0,43.9767346,-92.1396377
55931,55931,B5,G6350,S,47772525,124674,43.5086623,-91.3852290
55932,55932,B5,G6350,S,131701803,45127,44.1522051,-92.2983363
55933,55933,B5,G6350,S,68146916,0,43.6460021,-92.6805807
55934,55934,B5,G6350,S,205951839,0,44.0039777,-92.2642707
55935,55935,B5,G6350,S,141125283,50801,43.7479197,-92.1291679
55936,55936,B5,G6350,S,211684560,11114,43.7170212,-92.5776747
55939,55939,B5,G6350,S,210920450,0,43.5434268,-92.0917321
55940,55940,B5,G6350,S,234614004,88568,43.8986136,-92.8094890
55941,55941,B5,G6350,S,64584789,265154,43.7248449,-91.3491476
55943,55943,B5,G6350,S,441236466,3087824,43.7829613,-91.5826811
55944,55944,B5,G6350,S,150904297,67762,43.9895171,-92.7180076
55945,55945,B5,G6350,S,257101546,7640555,44.2668547,-92.0524864
55946,55946,B5,G6350,S,312167053,57701,44.2732108,-92.9661900
55947,55947,B5,G6350,S,189181380,17638788,43.8228897,-91.3663603
15047,15047,B5,G6350,S,495668,186267,40.3156205,-79.7938435
15049,15049,B5,G6350,S,1116538,0,40.5561125,-79.8055741
15050,15050,B5,G6350,S,60634158,30664,40.5636652,-80.4345168
15051,15051,B5,G6350,S,2163218,0,40.5624834,-79.8670875
15052,15052,B5,G6350,S,45179155,194961,40.6587313,-80.4307432
15053,15053,B5,G6350,S,227930,0,40.3810028,-80.3598863
15054,15054,B5,G6350,S,338257,0,40.3623768,-80.4076835
15055,15055,B5,G6350,S,1747500,34067,40.3062929,-80.1235160
15056,15056,B5,G6350,S,2385527,454542,40.5638901,-80.2160152
15057,15057,B5,G6350,S,141608419,211172,40.3586565,-80.2439043
15059,15059,B5,G6350,S,36479558,1509070,40.6779193,-80.4855487
15060,15060,B5,G6350,S,850164,0,40.3668505,-80.2921269
58458,58458,B5,G6350,S,493652358,4701290,46.3679314,-98.2938512
58460,58460,B5,G6350,S,463986441,17106636,46.3004617,-99.3237471
63901,63901,B5,G6350,S,811184963,3361540,36.7590587,-90.4600582
63902,63902,B5,G6350,S,27936,0,36.7676204,-90.4271067
58461,58461,B5,G6350,S,525088682,831577,46.6522316,-98.1952995
63932,63932,B5,G6350,S,135411341,447968,36.6832416,-90.2557810
58463,58463,B5,G6350,S,1010578310,17730831,47.4919846,-100.4734017
58464,58464,B5,G6350,S,473724015,15400104,47.6107256,-98.5652772
63933,63933,B5,G6350,S,262547924,2692865,36.5281792,-90.1069560
63934,63934,B5,G6350,S,30515121,44994,37.1986212,-90.3686519
58466,58466,B5,G6350,S,417200969,1126647,46.6237993,-98.3689084
58467,58467,B5,G6350,S,583070013,39183509,46.8848576,-99.3306488
58472,58472,B5,G6350,S,420912388,659962,46.6385689,-98.6502492
63935,63935,B5,G6350,S,1226981970,5349255,36.6752165,-90.9214587
63936,63936,B5,G6350,S,201155781,1915501,36.8089247,-90.1290284
63937,63937,B5,G6350,S,488051038,1235832,36.9350935,-90.7838275
58474,58474,B5,G6350,S,982103639,7103512,46.1002942,-98.1270973
63939,63939,B5,G6350,S,94832402,43673,36.6511637,-90.6738854
58475,58475,B5,G6350,S,366419263,29594888,47.1799475,-99.5553955
63940,63940,B5,G6350,S,142821692,1106193,36.7680025,-90.2276740
63941,63941,B5,G6350,S,390722831,322393,36.8855916,-91.1590455
58476,58476,B5,G6350,S,624910456,21702468,47.2005105,-99.0115874
63942,63942,B5,G6350,S,219117986,443895,36.5540148,-91.0741637
58477,58477,B5,G6350,S,342862514,1424614,47.2188938,-100.5046517
63943,63943,B5,G6350,S,148141842,417489,36.8271680,-90.7889843
58478,58478,B5,G6350,S,386125760,25522410,47.1754929,-99.7494642
58479,58479,B5,G6350,S,164283389,9788780,47.0922805,-98.1827025
